Any,Nom_Districte,Nom_Barri,Edat_quinquennal,Emmigrants,Immigrants
2017,Sant Martí,la Vila Olímpica del Poblenou,60-64 anys,14,12
2017,Sant Martí,el Poblenou,60-64 anys,18,38
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,60-64 anys,12,14
2017,Sant Martí,el Besòs i el Maresme,60-64 anys,28,54
2017,Sant Martí,Provençals del Poblenou,60-64 anys,21,24
2017,Sant Martí,Sant Martí de Provençals,60-64 anys,24,29
2017,Sant Martí,la Verneda i la Pau,60-64 anys,26,42
2017,Ciutat Vella,el Raval,65-69 anys,44,35
2017,Ciutat Vella,el Barri Gòtic,65-69 anys,16,22
2017,Ciutat Vella,la Barceloneta,65-69 anys,12,9
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",65-69 anys,16,21
2017,Eixample,el Fort Pienc,65-69 anys,26,27
2017,Eixample,la Sagrada Família,65-69 anys,47,55
2017,Eixample,la Dreta de l'Eixample,65-69 anys,57,35
2017,Eixample,l'Antiga Esquerra de l'Eixample,65-69 anys,44,48
2017,Eixample,la Nova Esquerra de l'Eixample,65-69 anys,70,77
2017,Eixample,Sant Antoni,65-69 anys,30,50
2017,Sants-Montjuïc,el Poble-sec,65-69 anys,34,21
2017,Sants-Montjuïc,la Marina del Prat Vermell,65-69 anys,1,1
2017,Sants-Montjuïc,la Marina de Port,65-69 anys,25,31
2017,Sants-Montjuïc,la Font de la Guatlla,65-69 anys,9,9
2017,Sants-Montjuïc,Hostafrancs,65-69 anys,19,6
2017,Sants-Montjuïc,la Bordeta,65-69 anys,25,14
2017,Sants-Montjuïc,Sants - Badal,65-69 anys,20,15
2017,Sants-Montjuïc,Sants,65-69 anys,47,48
2017,Les Corts,les Corts,65-69 anys,58,47
2017,Les Corts,la Maternitat i Sant Ramon,65-69 anys,20,24
2017,Les Corts,Pedralbes,65-69 anys,16,15
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",65-69 anys,3,6
2017,Sarrià-Sant Gervasi,Sarrià,65-69 anys,11,19
2017,Sarrià-Sant Gervasi,les Tres Torres,65-69 anys,11,15
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,65-69 anys,27,22
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,65-69 anys,47,42
2017,Sarrià-Sant Gervasi,el Putxet i el Farró,65-69 anys,21,21
2017,Gràcia,Vallcarca i els Penitents,65-69 anys,17,13
2017,Gràcia,el Coll,65-69 anys,10,3
2017,Gràcia,la Salut,65-69 anys,13,6
2017,Gràcia,la Vila de Gràcia,65-69 anys,39,39
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,65-69 anys,37,42
2017,Horta-Guinardó,el Baix Guinardó,65-69 anys,25,28
2017,Horta-Guinardó,Can Baró,65-69 anys,6,5
2017,Horta-Guinardó,el Guinardó,65-69 anys,29,27
2017,Horta-Guinardó,la Font d'en Fargues,65-69 anys,12,5
2017,Horta-Guinardó,el Carmel,65-69 anys,36,18
2017,Horta-Guinardó,la Teixonera,65-69 anys,16,10
2017,Horta-Guinardó,Sant Genís dels Agudells,65-69 anys,5,6
2017,Horta-Guinardó,Montbau,65-69 anys,2,2
2017,Horta-Guinardó,la Vall d'Hebron,65-69 anys,2,0
2017,Horta-Guinardó,la Clota,65-69 anys,1,0
2017,Horta-Guinardó,Horta,65-69 anys,30,15
2017,Nou Barris,Vilapicina i la Torre Llobeta,65-69 anys,20,17
2017,Nou Barris,Porta,65-69 anys,20,18
2017,Nou Barris,el Turó de la Peira,65-69 anys,12,17
2017,Nou Barris,Can Peguera,65-69 anys,2,1
2017,Nou Barris,la Guineueta,65-69 anys,8,4
2017,Nou Barris,Canyelles,65-69 anys,10,3
2017,Nou Barris,les Roquetes,65-69 anys,15,17
2017,Nou Barris,Verdun,65-69 anys,10,16
2017,Nou Barris,la Prosperitat,65-69 anys,12,22
2017,Nou Barris,la Trinitat Nova,65-69 anys,6,8
2017,Nou Barris,Torre Baró,65-69 anys,3,2
2017,Nou Barris,Ciutat Meridiana,65-69 anys,10,7
2017,Nou Barris,Vallbona,65-69 anys,0,0
2017,Sant Andreu,la Trinitat Vella,65-69 anys,9,7
2017,Sant Andreu,Baró de Viver,65-69 anys,4,4
2017,Sant Andreu,el Bon Pastor,65-69 anys,6,4
2017,Sant Andreu,Sant Andreu,65-69 anys,68,48
2017,Sant Andreu,la Sagrera,65-69 anys,25,28
2017,Sant Andreu,el Congrés i els Indians,65-69 anys,13,14
2017,Sant Andreu,Navas,65-69 anys,21,11
2017,Sant Martí,el Camp de l'Arpa del Clot,65-69 anys,31,44
2017,Sant Martí,el Clot,65-69 anys,17,16
2017,Sant Martí,el Parc i la Llacuna del Poblenou,65-69 anys,10,19
2017,Sant Martí,la Vila Olímpica del Poblenou,65-69 anys,13,10
2017,Sant Martí,el Poblenou,65-69 anys,24,36
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,65-69 anys,8,16
2017,Sant Martí,el Besòs i el Maresme,65-69 anys,15,23
2017,Sant Martí,Provençals del Poblenou,65-69 anys,21,12
2017,Sant Martí,Sant Martí de Provençals,65-69 anys,18,15
2017,Sant Martí,la Verneda i la Pau,65-69 anys,27,31
2017,Ciutat Vella,el Raval,70-74 anys,33,16
2017,Ciutat Vella,el Barri Gòtic,70-74 anys,13,9
2017,Ciutat Vella,la Barceloneta,70-74 anys,14,6
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",70-74 anys,16,11
2017,Eixample,el Fort Pienc,70-74 anys,20,30
2017,Eixample,la Sagrada Família,70-74 anys,28,40
2017,Eixample,la Dreta de l'Eixample,70-74 anys,38,26
2017,Eixample,l'Antiga Esquerra de l'Eixample,70-74 anys,25,42
2017,Eixample,la Nova Esquerra de l'Eixample,70-74 anys,45,40
2017,Eixample,Sant Antoni,70-74 anys,26,31
2017,Sants-Montjuïc,el Poble-sec,70-74 anys,32,16
2017,Sants-Montjuïc,la Marina del Prat Vermell,70-74 anys,1,0
2017,Sants-Montjuïc,la Marina de Port,70-74 anys,14,15
2017,Sants-Montjuïc,la Font de la Guatlla,70-74 anys,12,5
2017,Sants-Montjuïc,Hostafrancs,70-74 anys,6,4
2017,Sants-Montjuïc,la Bordeta,70-74 anys,17,9
2017,Sants-Montjuïc,Sants - Badal,70-74 anys,18,16
2017,Sants-Montjuïc,Sants,70-74 anys,24,19
2017,Les Corts,les Corts,70-74 anys,40,30
2017,Les Corts,la Maternitat i Sant Ramon,70-74 anys,29,7
2017,Les Corts,Pedralbes,70-74 anys,13,6
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",70-74 anys,3,1
2017,Sarrià-Sant Gervasi,Sarrià,70-74 anys,15,16
2017,Sarrià-Sant Gervasi,les Tres Torres,70-74 anys,12,8
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,70-74 anys,21,27
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,70-74 anys,26,33
2017,Sarrià-Sant Gervasi,el Putxet i el Farró,70-74 anys,25,20
2017,Gràcia,Vallcarca i els Penitents,70-74 anys,15,9
2017,Gràcia,el Coll,70-74 anys,6,3
2017,Gràcia,la Salut,70-74 anys,14,13
2017,Gràcia,la Vila de Gràcia,70-74 anys,25,21
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,70-74 anys,14,20
2017,Horta-Guinardó,el Baix Guinardó,70-74 anys,13,9
2017,Horta-Guinardó,Can Baró,70-74 anys,10,5
2017,Horta-Guinardó,el Guinardó,70-74 anys,15,24
2017,Horta-Guinardó,la Font d'en Fargues,70-74 anys,9,5
2017,Horta-Guinardó,el Carmel,70-74 anys,25,10
2017,Horta-Guinardó,la Teixonera,70-74 anys,5,8
2017,Horta-Guinardó,Sant Genís dels Agudells,70-74 anys,6,10
2017,Horta-Guinardó,Montbau,70-74 anys,4,7
2017,Horta-Guinardó,la Vall d'Hebron,70-74 anys,4,1
2017,Horta-Guinardó,la Clota,70-74 anys,0,0
2017,Horta-Guinardó,Horta,70-74 anys,21,18
2017,Nou Barris,Vilapicina i la Torre Llobeta,70-74 anys,6,18
2017,Nou Barris,Porta,70-74 anys,13,11
2017,Nou Barris,el Turó de la Peira,70-74 anys,8,8
2017,Nou Barris,Can Peguera,70-74 anys,3,1
2017,Nou Barris,la Guineueta,70-74 anys,7,6
2017,Nou Barris,Canyelles,70-74 anys,6,2
2017,Nou Barris,les Roquetes,70-74 anys,6,4
2017,Nou Barris,Verdun,70-74 anys,5,9
2017,Nou Barris,la Prosperitat,70-74 anys,15,8
2017,Nou Barris,la Trinitat Nova,70-74 anys,4,4
2017,Nou Barris,Torre Baró,70-74 anys,2,1
2017,Nou Barris,Ciutat Meridiana,70-74 anys,14,5
2017,Nou Barris,Vallbona,70-74 anys,0,0
2017,Sant Andreu,la Trinitat Vella,70-74 anys,6,3
2017,Sant Andreu,Baró de Viver,70-74 anys,5,2
2017,Sant Andreu,el Bon Pastor,70-74 anys,5,8
2017,Sant Andreu,Sant Andreu,70-74 anys,23,32
2017,Sant Andreu,la Sagrera,70-74 anys,27,18
2017,Sant Andreu,el Congrés i els Indians,70-74 anys,7,8
2017,Sant Andreu,Navas,70-74 anys,17,16
2017,Sant Martí,el Camp de l'Arpa del Clot,70-74 anys,23,16
2017,Sant Martí,el Clot,70-74 anys,12,12
2017,Sant Martí,el Parc i la Llacuna del Poblenou,70-74 anys,8,8
2017,Sant Martí,la Vila Olímpica del Poblenou,70-74 anys,3,8
2017,Sant Martí,el Poblenou,70-74 anys,18,13
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,70-74 anys,10,6
2017,Sant Martí,el Besòs i el Maresme,70-74 anys,14,18
2017,Sant Martí,Provençals del Poblenou,70-74 anys,11,14
2017,Sant Martí,Sant Martí de Provençals,70-74 anys,16,12
2017,Sant Martí,la Verneda i la Pau,70-74 anys,26,21
2017,Ciutat Vella,el Raval,75-79 anys,21,12
2017,Ciutat Vella,el Barri Gòtic,75-79 anys,5,5
2017,Ciutat Vella,la Barceloneta,75-79 anys,6,5
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",75-79 anys,6,5
2017,Eixample,el Fort Pienc,75-79 anys,11,14
2017,Eixample,la Sagrada Família,75-79 anys,16,21
2017,Eixample,la Dreta de l'Eixample,75-79 anys,23,27
2017,Eixample,l'Antiga Esquerra de l'Eixample,75-79 anys,19,15
2017,Eixample,la Nova Esquerra de l'Eixample,75-79 anys,31,33
2017,Eixample,Sant Antoni,75-79 anys,25,11
2017,Sants-Montjuïc,el Poble-sec,75-79 anys,10,12
2017,Sants-Montjuïc,la Marina del Prat Vermell,75-79 anys,0,0
2017,Sants-Montjuïc,la Marina de Port,75-79 anys,14,15
2017,Sants-Montjuïc,la Font de la Guatlla,75-79 anys,3,6
2017,Sants-Montjuïc,Hostafrancs,75-79 anys,8,3
2017,Sants-Montjuïc,la Bordeta,75-79 anys,8,5
2017,Sants-Montjuïc,Sants - Badal,75-79 anys,13,9
2017,Sants-Montjuïc,Sants,75-79 anys,16,20
2017,Les Corts,les Corts,75-79 anys,15,20
2017,Les Corts,la Maternitat i Sant Ramon,75-79 anys,13,6
2017,Les Corts,Pedralbes,75-79 anys,3,10
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",75-79 anys,1,2
2017,Sarrià-Sant Gervasi,Sarrià,75-79 anys,18,9
2017,Sarrià-Sant Gervasi,les Tres Torres,75-79 anys,4,10
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,75-79 anys,9,15
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,75-79 anys,18,24
2017,Sarrià-Sant Gervasi,el Putxet i el Farró,75-79 anys,11,19
2017,Gràcia,Vallcarca i els Penitents,75-79 anys,8,5
2017,Gràcia,el Coll,75-79 anys,2,2
2017,Gràcia,la Salut,75-79 anys,7,3
2017,Gràcia,la Vila de Gràcia,75-79 anys,20,18
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,75-79 anys,17,10
2017,Horta-Guinardó,el Baix Guinardó,75-79 anys,12,13
2017,Horta-Guinardó,Can Baró,75-79 anys,7,6
2017,Horta-Guinardó,el Guinardó,75-79 anys,20,9
2017,Horta-Guinardó,la Font d'en Fargues,75-79 anys,8,2
2017,Horta-Guinardó,el Carmel,75-79 anys,24,6
2017,Horta-Guinardó,la Teixonera,75-79 anys,8,2
2017,Horta-Guinardó,Sant Genís dels Agudells,75-79 anys,3,3
2017,Horta-Guinardó,Montbau,75-79 anys,4,3
2017,Horta-Guinardó,la Vall d'Hebron,75-79 anys,3,4
2017,Horta-Guinardó,la Clota,75-79 anys,0,0
2017,Horta-Guinardó,Horta,75-79 anys,17,6
2017,Nou Barris,Vilapicina i la Torre Llobeta,75-79 anys,13,6
2017,Nou Barris,Porta,75-79 anys,13,7
2017,Nou Barris,el Turó de la Peira,75-79 anys,2,0
2017,Nou Barris,Can Peguera,75-79 anys,0,0
2017,Nou Barris,la Guineueta,75-79 anys,1,9
2017,Nou Barris,Canyelles,75-79 anys,1,1
2017,Nou Barris,les Roquetes,75-79 anys,11,6
2017,Nou Barris,Verdun,75-79 anys,6,3
2017,Nou Barris,la Prosperitat,75-79 anys,10,11
2017,Nou Barris,la Trinitat Nova,75-79 anys,2,2
2017,Nou Barris,Torre Baró,75-79 anys,1,0
2017,Nou Barris,Ciutat Meridiana,75-79 anys,4,7
2017,Nou Barris,Vallbona,75-79 anys,0,1
2017,Sant Andreu,la Trinitat Vella,75-79 anys,9,3
2017,Sant Andreu,Baró de Viver,75-79 anys,1,0
2017,Sant Andreu,el Bon Pastor,75-79 anys,5,5
2017,Sant Andreu,Sant Andreu,75-79 anys,17,17
2017,Sant Andreu,la Sagrera,75-79 anys,9,11
2017,Sant Andreu,el Congrés i els Indians,75-79 anys,6,3
2017,Sant Andreu,Navas,75-79 anys,9,10
2017,Sant Martí,el Camp de l'Arpa del Clot,75-79 anys,20,11
2017,Sant Martí,el Clot,75-79 anys,12,7
2017,Sant Martí,el Parc i la Llacuna del Poblenou,75-79 anys,3,5
2017,Sant Martí,la Vila Olímpica del Poblenou,75-79 anys,3,5
2017,Sant Martí,el Poblenou,75-79 anys,13,3
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,75-79 anys,4,2
2017,Sant Martí,el Besòs i el Maresme,75-79 anys,13,7
2017,Sant Martí,Provençals del Poblenou,75-79 anys,6,6
2017,Sant Martí,Sant Martí de Provençals,75-79 anys,10,11
2017,Sant Martí,la Verneda i la Pau,75-79 anys,11,12
2017,Ciutat Vella,el Raval,80-84 anys,15,9
2017,Ciutat Vella,el Barri Gòtic,80-84 anys,10,2
2017,Ciutat Vella,la Barceloneta,80-84 anys,8,6
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",80-84 anys,6,3
2017,Eixample,el Fort Pienc,80-84 anys,9,10
2017,Eixample,la Sagrada Família,80-84 anys,25,21
2017,Eixample,la Dreta de l'Eixample,80-84 anys,26,16
2017,Eixample,l'Antiga Esquerra de l'Eixample,80-84 anys,22,12
2017,Eixample,la Nova Esquerra de l'Eixample,80-84 anys,16,24
2017,Eixample,Sant Antoni,80-84 anys,18,8
2017,Sants-Montjuïc,el Poble-sec,80-84 anys,18,8
2017,Sants-Montjuïc,la Marina del Prat Vermell,80-84 anys,0,0
2017,Sants-Montjuïc,la Marina de Port,80-84 anys,22,17
2017,Sants-Montjuïc,la Font de la Guatlla,80-84 anys,5,4
2017,Sants-Montjuïc,Hostafrancs,80-84 anys,9,7
2017,Sants-Montjuïc,la Bordeta,80-84 anys,7,6
2017,Sants-Montjuïc,Sants - Badal,80-84 anys,17,4
2017,Sants-Montjuïc,Sants,80-84 anys,15,21
2017,Les Corts,les Corts,80-84 anys,20,23
2017,Les Corts,la Maternitat i Sant Ramon,80-84 anys,6,7
2017,Les Corts,Pedralbes,80-84 anys,5,10
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",80-84 anys,4,0
2017,Sarrià-Sant Gervasi,Sarrià,80-84 anys,14,17
2017,Sarrià-Sant Gervasi,les Tres Torres,80-84 anys,10,5
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,80-84 anys,12,16
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,80-84 anys,9,17
2017,Sarrià-Sant Gervasi,el Putxet i el Farró,80-84 anys,19,10
2017,Gràcia,Vallcarca i els Penitents,80-84 anys,6,6
2017,Gràcia,el Coll,80-84 anys,3,2
2017,Gràcia,la Salut,80-84 anys,7,2
2017,Gràcia,la Vila de Gràcia,80-84 anys,27,19
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,80-84 anys,15,11
2017,Horta-Guinardó,el Baix Guinardó,80-84 anys,6,11
2017,Horta-Guinardó,Can Baró,80-84 anys,9,5
2017,Horta-Guinardó,el Guinardó,80-84 anys,18,12
2017,Horta-Guinardó,la Font d'en Fargues,80-84 anys,3,4
2017,Horta-Guinardó,el Carmel,80-84 anys,15,11
2017,Horta-Guinardó,la Teixonera,80-84 anys,7,3
2017,Horta-Guinardó,Sant Genís dels Agudells,80-84 anys,4,2
2017,Horta-Guinardó,Montbau,80-84 anys,4,6
2017,Horta-Guinardó,la Vall d'Hebron,80-84 anys,4,4
2017,Horta-Guinardó,la Clota,80-84 anys,0,0
2017,Horta-Guinardó,Horta,80-84 anys,10,6
2017,Nou Barris,Vilapicina i la Torre Llobeta,80-84 anys,14,10
2017,Nou Barris,Porta,80-84 anys,17,8
2017,Nou Barris,el Turó de la Peira,80-84 anys,12,4
2017,Nou Barris,Can Peguera,80-84 anys,1,1
2017,Nou Barris,la Guineueta,80-84 anys,5,7
2017,Nou Barris,Canyelles,80-84 anys,6,4
2017,Nou Barris,les Roquetes,80-84 anys,8,1
2017,Nou Barris,Verdun,80-84 anys,9,2
2017,Nou Barris,la Prosperitat,80-84 anys,19,12
2017,Nou Barris,la Trinitat Nova,80-84 anys,7,1
2017,Nou Barris,Torre Baró,80-84 anys,1,0
2017,Nou Barris,Ciutat Meridiana,80-84 anys,9,1
2017,Nou Barris,Vallbona,80-84 anys,0,0
2017,Sant Andreu,la Trinitat Vella,80-84 anys,9,2
2017,Sant Andreu,Baró de Viver,80-84 anys,0,3
2017,Sant Andreu,el Bon Pastor,80-84 anys,4,3
2017,Sant Andreu,Sant Andreu,80-84 anys,15,15
2017,Sant Andreu,la Sagrera,80-84 anys,9,7
2017,Sant Andreu,el Congrés i els Indians,80-84 anys,10,1
2017,Sant Andreu,Navas,80-84 anys,12,7
2017,Sant Martí,el Camp de l'Arpa del Clot,80-84 anys,17,13
2017,Sant Martí,el Clot,80-84 anys,13,6
2017,Sant Martí,el Parc i la Llacuna del Poblenou,80-84 anys,8,2
2017,Sant Martí,la Vila Olímpica del Poblenou,80-84 anys,1,2
2017,Sant Martí,el Poblenou,80-84 anys,10,10
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,80-84 anys,4,6
2017,Sant Martí,el Besòs i el Maresme,80-84 anys,17,6
2017,Sant Martí,Provençals del Poblenou,80-84 anys,9,8
2017,Sant Martí,Sant Martí de Provençals,80-84 anys,13,12
2017,Sant Martí,la Verneda i la Pau,80-84 anys,17,3
2017,Ciutat Vella,el Raval,85-89 anys,19,8
2017,Ciutat Vella,el Barri Gòtic,85-89 anys,8,1
2017,Ciutat Vella,la Barceloneta,85-89 anys,12,0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",85-89 anys,9,6
2017,Eixample,el Fort Pienc,85-89 anys,15,5
2017,Eixample,la Sagrada Família,85-89 anys,24,19
2017,Eixample,la Dreta de l'Eixample,85-89 anys,24,14
2017,Eixample,l'Antiga Esquerra de l'Eixample,85-89 anys,22,12
2017,Eixample,la Nova Esquerra de l'Eixample,85-89 anys,32,15
2017,Eixample,Sant Antoni,85-89 anys,16,5
2017,Sants-Montjuïc,el Poble-sec,85-89 anys,11,6
2017,Sants-Montjuïc,la Marina del Prat Vermell,85-89 anys,1,1
2017,Sants-Montjuïc,la Marina de Port,85-89 anys,10,8
2017,Sants-Montjuïc,la Font de la Guatlla,85-89 anys,4,3
2017,Sants-Montjuïc,Hostafrancs,85-89 anys,5,4
2017,Sants-Montjuïc,la Bordeta,85-89 anys,2,9
2017,Sants-Montjuïc,Sants - Badal,85-89 anys,17,1
2017,Sants-Montjuïc,Sants,85-89 anys,23,8
2017,Les Corts,les Corts,85-89 anys,24,14
2017,Les Corts,la Maternitat i Sant Ramon,85-89 anys,8,9
2017,Les Corts,Pedralbes,85-89 anys,7,3
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",85-89 anys,0,1
2017,Sarrià-Sant Gervasi,Sarrià,85-89 anys,10,10
2017,Sarrià-Sant Gervasi,les Tres Torres,85-89 anys,6,7
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,85-89 anys,10,6
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,85-89 anys,10,21
2017,Sarrià-Sant Gervasi,el Putxet i el Farró,85-89 anys,7,4
2017,Gràcia,Vallcarca i els Penitents,85-89 anys,6,2
2017,Gràcia,el Coll,85-89 anys,4,4
2017,Gràcia,la Salut,85-89 anys,5,4
2017,Gràcia,la Vila de Gràcia,85-89 anys,24,26
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,85-89 anys,12,11
2017,Horta-Guinardó,el Baix Guinardó,85-89 anys,13,13
2017,Horta-Guinardó,Can Baró,85-89 anys,6,0
2017,Horta-Guinardó,el Guinardó,85-89 anys,21,5
2017,Horta-Guinardó,la Font d'en Fargues,85-89 anys,3,2
2017,Horta-Guinardó,el Carmel,85-89 anys,14,5
2017,Horta-Guinardó,la Teixonera,85-89 anys,7,2
2017,Horta-Guinardó,Sant Genís dels Agudells,85-89 anys,2,3
2017,Horta-Guinardó,Montbau,85-89 anys,6,2
2017,Horta-Guinardó,la Vall d'Hebron,85-89 anys,1,1
2017,Horta-Guinardó,la Clota,85-89 anys,0,0
2017,Horta-Guinardó,Horta,85-89 anys,14,5
2017,Nou Barris,Vilapicina i la Torre Llobeta,85-89 anys,14,8
2017,Nou Barris,Porta,85-89 anys,16,5
2017,Nou Barris,el Turó de la Peira,85-89 anys,17,6
2017,Nou Barris,Can Peguera,85-89 anys,0,0
2017,Nou Barris,la Guineueta,85-89 anys,9,4
2017,Nou Barris,Canyelles,85-89 anys,2,2
2017,Nou Barris,les Roquetes,85-89 anys,8,0
2017,Nou Barris,Verdun,85-89 anys,6,2
2017,Nou Barris,la Prosperitat,85-89 anys,21,3
2017,Nou Barris,la Trinitat Nova,85-89 anys,9,3
2017,Nou Barris,Torre Baró,85-89 anys,0,0
2017,Nou Barris,Ciutat Meridiana,85-89 anys,6,1
2017,Nou Barris,Vallbona,85-89 anys,1,1
2017,Sant Andreu,la Trinitat Vella,85-89 anys,2,0
2017,Sant Andreu,Baró de Viver,85-89 anys,1,0
2017,Sant Andreu,el Bon Pastor,85-89 anys,5,0
2017,Sant Andreu,Sant Andreu,85-89 anys,29,18
2017,Sant Andreu,la Sagrera,85-89 anys,11,3
2017,Sant Andreu,el Congrés i els Indians,85-89 anys,7,1
2017,Sant Andreu,Navas,85-89 anys,8,4
2017,Sant Martí,el Camp de l'Arpa del Clot,85-89 anys,16,9
2017,Sant Martí,el Clot,85-89 anys,9,11
2017,Sant Martí,el Parc i la Llacuna del Poblenou,85-89 anys,8,4
2017,Sant Martí,la Vila Olímpica del Poblenou,85-89 anys,0,1
2017,Sant Martí,el Poblenou,85-89 anys,19,6
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,85-89 anys,5,4
2017,Sant Martí,el Besòs i el Maresme,85-89 anys,14,3
2017,Sant Martí,Provençals del Poblenou,85-89 anys,8,1
2017,Sant Martí,Sant Martí de Provençals,85-89 anys,15,2
2017,Sant Martí,la Verneda i la Pau,85-89 anys,16,6
2017,Ciutat Vella,el Raval,90-94 anys,12,5
2017,Ciutat Vella,el Barri Gòtic,90-94 anys,4,3
2017,Ciutat Vella,la Barceloneta,90-94 anys,4,0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",90-94 anys,7,2
2017,Eixample,el Fort Pienc,90-94 anys,9,6
2017,Eixample,la Sagrada Família,90-94 anys,12,7
2017,Eixample,la Dreta de l'Eixample,90-94 anys,10,9
2017,Eixample,l'Antiga Esquerra de l'Eixample,90-94 anys,6,12
2017,Eixample,la Nova Esquerra de l'Eixample,90-94 anys,11,5
2017,Eixample,Sant Antoni,90-94 anys,6,5
2017,Sants-Montjuïc,el Poble-sec,90-94 anys,5,1
2017,Sants-Montjuïc,la Marina del Prat Vermell,90-94 anys,0,0
2017,Sants-Montjuïc,la Marina de Port,90-94 anys,5,4
2017,Sants-Montjuïc,la Font de la Guatlla,90-94 anys,1,4
2017,Sants-Montjuïc,Hostafrancs,90-94 anys,4,2
2017,Sants-Montjuïc,la Bordeta,90-94 anys,5,5
2017,Sants-Montjuïc,Sants - Badal,90-94 anys,8,2
2017,Sants-Montjuïc,Sants,90-94 anys,16,5
2017,Les Corts,les Corts,90-94 anys,18,8
2017,Les Corts,la Maternitat i Sant Ramon,90-94 anys,15,3
2017,Les Corts,Pedralbes,90-94 anys,3,4
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",90-94 anys,1,1
2017,Sarrià-Sant Gervasi,Sarrià,90-94 anys,8,7
2017,Sarrià-Sant Gervasi,les Tres Torres,90-94 anys,1,2
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,90-94 anys,9,9
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,90-94 anys,10,6
2017,Sarrià-Sant Gervasi,el Putxet i el Farró,90-94 anys,6,4
2017,Gràcia,Vallcarca i els Penitents,90-94 anys,6,2
2017,Gràcia,el Coll,90-94 anys,2,3
2017,Gràcia,la Salut,90-94 anys,3,1
2017,Gràcia,la Vila de Gràcia,90-94 anys,27,7
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,90-94 anys,8,6
2017,Horta-Guinardó,el Baix Guinardó,90-94 anys,8,9
2017,Horta-Guinardó,Can Baró,90-94 anys,1,1
2017,Horta-Guinardó,el Guinardó,90-94 anys,5,2
2017,Horta-Guinardó,la Font d'en Fargues,90-94 anys,0,0
2017,Horta-Guinardó,el Carmel,90-94 anys,2,1
2017,Horta-Guinardó,la Teixonera,90-94 anys,2,0
2017,Horta-Guinardó,Sant Genís dels Agudells,90-94 anys,0,0
2017,Horta-Guinardó,Montbau,90-94 anys,1,3
2017,Horta-Guinardó,la Vall d'Hebron,90-94 anys,2,2
2017,Horta-Guinardó,la Clota,90-94 anys,0,0
2017,Horta-Guinardó,Horta,90-94 anys,9,9
2017,Nou Barris,Vilapicina i la Torre Llobeta,90-94 anys,9,3
2017,Nou Barris,Porta,90-94 anys,5,3
2017,Nou Barris,el Turó de la Peira,90-94 anys,7,3
2017,Nou Barris,Can Peguera,90-94 anys,0,0
2017,Nou Barris,la Guineueta,90-94 anys,4,0
2017,Nou Barris,Canyelles,90-94 anys,0,0
2017,Nou Barris,les Roquetes,90-94 anys,1,0
2017,Nou Barris,Verdun,90-94 anys,4,1
2017,Nou Barris,la Prosperitat,90-94 anys,9,4
2017,Nou Barris,la Trinitat Nova,90-94 anys,4,0
2017,Nou Barris,Torre Baró,90-94 anys,0,0
2017,Nou Barris,Ciutat Meridiana,90-94 anys,1,0
2017,Nou Barris,Vallbona,90-94 anys,0,0
2017,Sant Andreu,la Trinitat Vella,90-94 anys,1,2
2017,Sant Andreu,Baró de Viver,90-94 anys,1,0
